retailerUniqueId,locationUniqueId,isDeliveryLocationNotAvailable,isPickupLocationNotAvailable
6853957ae70fbdb6fbbbc6d24aacd1f1,43506ad2a18cab9aa1851d202ada4701,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,c7114d984615cac6da6488099bc75466,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,f91a115cf358089343eded69888c8908,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,6c0413a3961a5181aa0ed8dc99a2b82f,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,dafdfbe732872e733e561fb3877494db,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,8d69e1dd308265feb60707c0645f7a6f,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,03a0ec0b6b331ccc6ebc54f9dcc45561,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,95bac04257a2861e1d4d548973fea11e,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,9cabddad942d283af83d32e1c2c96c8f,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,786b5637080364414bdc0d8236250ee2,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,75178c237c30c66cc3cddcccb982f00f,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,ac0608dd44ddc4c968923633bec058bb,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,03912d9415d3cb749ce187ea3eb54595,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,7df5b2095bf18d85f56abdf9766da676,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,40c29888aa54f93367715140555f6fa6,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,2aac54f6ca37d81d20edc02aeeead7a1,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,ec064651b3be2f08e08e7aa946a20a0f,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,192e0d94c6795d121274339ab9edf36d,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,228aedc8c3e91ef9f33fab3b2b8d2440,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,fcb1d502f425adc5c62177f025ad5f58,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,57032a99929df8799def01b440b8e334,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,ee038a34e73401406baca9bac3c73ae6,Y,Y
6853957ae70fbdb6fbbbc6d24aacd1f1,ba8ffa1afc7fd8e175c95b9cbdbbfe14,Y,Y
f16d878a9f582aafa0108b06fc8a7d46,a7fea3ad5aac2138cdea84dcd3db37c0,Y,Y
f16d878a9f582aafa0108b06fc8a7d46,cc126791ad42ba3caaccd0d0b1e8c23f,Y,Y
f16d878a9f582aafa0108b06fc8a7d46,7abf67923a6c459f9de7982d582310ff,Y,Y
f16d878a9f582aafa0108b06fc8a7d46,8b4e5ff6ce681e39d0a702e8737f5ac3,Y,Y
f16d878a9f582aafa0108b06fc8a7d46,a96bb3f5de0d62e4d81c473c343189e1,Y,Y
f16d878a9f582aafa0108b06fc8a7d46,631347928c26f313b4ba504239d3d5b8,Y,Y
f16d878a9f582aafa0108b06fc8a7d46,809f106dcfb84da200eb63473aa6ca2b,Y,Y
f16d878a9f582aafa0108b06fc8a7d46,d0dc52064b658b9ad9ec2bb8f07564fe,Y,Y
f16d878a9f582aafa0108b06fc8a7d46,719582e45394cb5d93f1ba9c4c30350b,Y,Y
f16d878a9f582aafa0108b06fc8a7d46,f64992cef4b7d621308f9419aa75c4b3,Y,Y
