airportIataCode,retailerName,description,retailerType,retailerCategory,retailerPriceCategory,retailerFoodSeatingType,searchTags,terminal,concourse,gate,hasDelivery,hasPickup,imageBackground,imageLogo,isActive,isChain,openTimesMonday,openTimesTuesday,openTimesWednesday,openTimesThursday,openTimesFriday,openTimesSaturday,openTimesSunday,closeTimesMonday,closeTimesTuesday,closeTimesWednesday,closeTimesThursday,closeTimesFriday,closeTimesSaturday,closeTimesSunday
LGA,Shake Shack,"Modern day version of a roadside burger stand serving delicious burgers, chicken, hot dogs, shakes, frozen custard, beer, wine & more.",Food,American; Burger,2,Sit Down,,B,B,59,Y,Y,shake_shack_background.png,lga-shake-shack-logo.png,Y,Y,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM
LGA,Auntie Anne's,Freshly-baked and golden brown pretzels to be enjoyed with a refreshing lemonade.,Food,Snacks,1,Grab n Go,,B,D,1,Y,Y,auntie_annes_background.jpg,lga-auntie-annes-logo.png,N,Y,4:00 AM,4:00 AM,4:00 AM,4:00 AM,4:00 AM,4:00 AM,4:00 AM,5:00 PM,5:00 PM,5:00 PM,5:00 PM,5:00 PM,5:00 PM,5:00 PM
LGA,Junior's,Home of the World's Most Fabulous Cheesecake and Desserts.,Food,American; Dessert,2,Food Court,,B,B,-1,Y,Y,,lga-juniors-logo.png,Y,Y,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM
LGA,Dos Toros,Dos Toros is here to bring the best of the San Francisco taqueria experience to NYC.,Food,Mexican,2,Food Court,,B,B,-1,Y,Y,dos_toros_background.jpg,lga-dos-toros-logo.png,Y,Y,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,6:15 PM,6:15 PM,6:15 PM,6:15 PM,6:15 PM,6:15 PM,6:15 PM
LGA,Tony + Benny's,"An upscale Brooklyn themed pizzeria with quality ingredients like 100% whole milk mozzarella, fresh sauce and homemade dough that we use to prepare our pizzas, Stromboli, specialty pies, pasta, and many more Italian staples.",Food,Pizza; Italian,1,Food Court,,B,B,-1,Y,Y,,lga-tony-bennys-logo.png,Y,Y,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM
LGA,Wendys,A fast-food burger joint where quality is our recipe,Food,Fast Food; Burger,1,Food Court,,B,B,-1,Y,Y,lga-wendys-background.jpg,lga-wendys-logo.png,Y,Y,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,6:00 AM,5:00 PM,5:00 PM,5:00 PM,5:00 PM,5:00 PM,5:00 PM,5:00 PM
LGA,Zaro's Bakery,A New York Family Bakery,Food,Bakery; Coffee/Tea; Sandwich,1,Food Court,,B,B,-1,Y,Y,zaros-background.jpg,lga-zaros-logo.png,N,Y,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM
LGA,Dunkin,"Coffee, Donuts and Breakfast",Food,Bakery; Coffee/Tea,1,Food Court,,B,B,-1,Y,Y,lga-dunkin-background.jpg,lga-dunkin-logo.png,Y,Y,7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,7:00 AM,2:00 PM,2:00 PM,2:00 PM,2:00 PM,2:00 PM,2:00 PM,2:00 PM
