airportIataCode,terminal,terminalDisplayName,concourse,concourseDisplayName,gate,locationDisplayName,gateDisplayName,displaySequence,geoPointLocation,isDefaultLocation,includeInGateMap,gpsRangeInMeters,isPresecurityLocation,requiresDeliveryInstructions,deliveryLimitedToPerHourOffset
DFW,E,Terminal E,,,-20,Terminal E - Baggage Claim 33,Baggage Claim E33,41,32.888586; -97.036959,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-19,Terminal E - Baggage Claim 32,Baggage Claim E32,40,32.888656; -97.036848,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-18,Terminal E - Baggage Claim 31,Baggage Claim E31,39,32.888786; -97.036677,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-17,Terminal E - Valet Booth 31,Valet Booth E31,61,32.889050; -97.037133,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-14,Terminal E - Ticket Counter 20,Ticket Counter E20,52,32.889159; -97.036278,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-11,Terminal E - Valet Booth 16,Valet Booth E16,60,32.890245; -97.036401,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-10,Terminal E - Ticket Counter 15,Ticket Counter E15,51,32.890415; -97.035841,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-9,Terminal E - Baggage Claim 15,Baggage Claim E15,38,32.890883; -97.036046,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-8,Terminal E - Baggage Claim 14,Baggage Claim E14,37,32.891182; -97.036152,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-5,Terminal E - Ticket Counter 8,Ticket Counter E8,54,32.892350; -97.037226,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-4,Terminal E - Valet Booth 7,Valet Booth E7,62,32.892178; -97.037800,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-3,Terminal E - Baggage Claim 5,Baggage Claim E5,44,32.892432; -97.037733,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-2,Terminal E - Baggage Claim 4,Baggage Claim E4,42,32.892530; -97.038264,N,Y,50,Y,N,0
DFW,E,Terminal E,,,-1,Terminal E - Lost and Found Office 2,Lost and Found Office (pre-security),48,32.892592; -97.038563,N,Y,50,Y,N,0
