airportIataCode,retailerName,description,retailerType,retailerCategory,retailerPriceCategory,retailerFoodSeatingType,searchTags,terminal,concourse,gate,hasDelivery,hasPickup,imageBackground,imageLogo,isActive,isChain,openTimesMonday,openTimesTuesday,openTimesWednesday,openTimesThursday,openTimesFriday,openTimesSaturday,openTimesSunday,closeTimesMonday,closeTimesTuesday,closeTimesWednesday,closeTimesThursday,closeTimesFriday,closeTimesSaturday,closeTimesSunday
EWR,Dunkin',Dunkin' is the world's leading baked goods and coffee chain,Food,Fast Food; Coffee/Tea,1,Food Court,,A,Pre,-13,Y,Y,ewr-dunkin-background.jpg,ewr-dunkin-logo.png,Y,Y,12:00 AM,12:00 AM,12:00 AM,12:00 AM,12:00 AM,12:00 AM,12:00 AM,12:00 AM,12:00 AM,12:00 AM,12:00 AM,12:00 AM,12:00 AM,12:00 AM
EWR,Salsarita's,"At Salsarita’s, we do Mexican right. Ingredients made fresh all day, every day.",Food,Fast Food; Mexican,1,Food Court,,B,Pre,-15,Y,Y,ewr-salsa-background.jpg,ewr-salsaritas-logo.png,Y,Y,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,6:00 PM,6:00 PM,6:00 PM,6:00 PM,6:00 PM,6:00 PM,6:00 PM
EWR,Jersey Mike's,"At Jersey Mike’s, we offer a sub above. Hot and cold sandwiches made fresh and customized to order. ",Food,Fast Food; Sandwich,1,Food Court,,A,Pre,-13,Y,Y,ewr-jm-background.jpg,ewr-jm-logo.png,Y,Y,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,10:00 AM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM,4:00 PM
EWR,Tony + Benny's,"Authentic Brooklyn-style pizza, pasta & other Italian staples inspired by old-world recipes made from fresh high-quality ingredients.",Food,Fast Food; Pizza; Italian,1,Food Court,,B,Pre,-15,Y,Y,,ewr-tb-logo.png,Y,Y,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,7:00 PM,7:00 PM,7:00 PM,7:00 PM,7:00 PM,7:00 PM,7:00 PM
EWR,Villa Italian Kitchen,"Authentic old-world recipes and commitment to qualilty ingredients brought from Naples, Italy to New York City.",Food,Fast Food; Italian; Pizza,1,Food Court,,A,Pre,-13,Y,Y,,ewr-villa-logo.png,Y,Y,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,8:00 PM,8:00 PM
