,0,-1,-2,40,41,42,44,45,46
0,,,,,,,,,
-1,8,,,,,,,,
-2,,1.5,,,,,,,
40,,,4,,,,,,
41,,,,1,,,,,
42,,,,,1,,,,
44,,,,,,2,,,
45,,,,,,,1,,
46,,,,,,,,1,
47,,,,,,,,,1
