,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11
-1,,,,,,,,,,,
-2,6.5,,,,,,,,,,
-3,,2.5,,,,,,,,,
-4,,,10.5,,,,,,,,
-5,,,,0.5,,,,,,,
-6,,,,,2,,,,,,
-7,,,,,,1.5,,,,,
-8,,,,,,,10.5,,,,
-9,,,,,,,,4,,,
-10,,,,,,,,,5.5,,
-11,,,,,,,,,,3.5,
-12,,,,,,,,,,,3
