,63,62,64,66,68,-1,-2
63,,,,,,,
62,2,,,,,,
64,,3,,,,,
66,,,2,,,,
68,,,,1,,,
-1,,,,,7,,
-2,,,,,,2,
0,,,,,,,4.5
