,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14
-1,,,,,,,,,,,,,,
-2,5.5,,,,,,,,,,,,,
-3,,3.5,,,,,,,,,,,,
-4,,,8,,,,,,,,,,,
-5,,,,4,,,,,,,,,,
-6,,,,,0.5,,,,,,,,,
-7,,,,,,2,,,,,,,,
-8,,,,,,,1.5,,,,,,,
-9,,,,,,,,1.5,,,,,,
-10,,,,,,,,,1.5,,,,,
-11,,,,,,,,,,2.5,,,,
-12,,,,,,,,,,,5,,,
-13,,,,,,,,,,,,4.5,,
-14,,,,,,,,,,,,,9.5,
-15,,,,,,,,,,,,,,8
