,63,62,64,66,68,-1,-2,0
63,,2,,,,,,
62,2,,3,,,,,
64,,3,,2,,,,
66,,,2,,1,,,
68,,,,1,,7,,
-1,,,,,7,,2,
-2,,,,,,2,,4.5
0,,,,,,,4.5,
