,-1,-2,2,3,-3,4,5,6,7,-4,8,9,10,-5,-6,11,12,13
-1,,3.5,,,,,,,,,,,,,,,,
-2,3.5,,1,,,,,,,,,,,,,,,
2,,1,,2,,,,,,,,,,,,,,
3,,,2,,3,,,,,,,,,,,,,
-3,,,,3,,3.5,,,,,,,,,,,,
4,,,,,3.5,,2,,,,,,,,,,,
5,,,,,,2,,4,,,,,,,,,,
6,,,,,,,4,,2,,,,,,,,,
7,,,,,,,,2,,2,,,,,,,,
-4,,,,,,,,,2,,2,,,,,,,
8,,,,,,,,,,2,,2,,,,,,
9,,,,,,,,,,,2,,2,,,,,
10,,,,,,,,,,,,2,,5,,,,
-5,,,,,,,,,,,,,5,,1,,,
-6,,,,,,,,,,,,,,1,,7,,
11,,,,,,,,,,,,,,,7,,1.5,
12,,,,,,,,,,,,,,,,1.5,,1.5
13,,,,,,,,,,,,,,,,,1.5,
