fromTerminal,fromConcourse,toTerminal,toConcourse,fromTerminalLastGate,toTerminalFirstGate,nextTerminalDistanceUnits,flagToRenterSecurity,connectionText
C,,D,,-1,-1,34,N,
C,,E,,-1,-1,43,N,
C,,Pre,,-1,-23,7.5,N,
D,,C,,-1,-1,34,N,
D,,E,,-1,-1,9,N,
D,,Pre,,-1,-23,6,N,
E,,C,,-1,-1,43,N,
E,,D,,-1,-1,9.5,N,
E,,Pre,,-1,-23,9,N,
Pre,,C,,-23,-1,7.5,Y,
Pre,,D,,-23,-1,6,Y,
Pre,,E,,-23,-1,9,Y,
